pair,Group,Pearson_r
hnRNPAB-TAF15(IDR2),S-Blocky,0.408975891667174
hnRNPAB-TAF15(IDR2),S-Blocky,0.0981800276004116
hnRNPAB-TAF15(IDR2),S-Blocky,0.593021191471931
hnRNPAB-TAF15(IDR2),S-Blocky,0.162465219173793
hnRNPAB-TAF15(IDR2),S-Blocky,0.485960996979325
hnRNPAB-TAF15(IDR2),S-Blocky,0.347417882601454
hnRNPAB-TAF15(IDR2),S-Blocky,0.404542153211273
hnRNPAB-hnRNPDL,S-Blocky,0.334537286608178
hnRNPAB-hnRNPDL,S-Blocky,0.448237861524172
hnRNPAB-hnRNPDL,S-Blocky,0.61756119411438
hnRNPAB-hnRNPDL,S-Blocky,0.487818750393989
hnRNPAB-hnRNPDL,S-Blocky,0.430667749546213
hnRNPAB-hnRNPDL,S-Blocky,0.420007170159264
hnRNPAB-hnRNPDL,S-Blocky,0.474063198112107
hnRNPAB-hnRNPDL,S-Blocky,0.443694161120858
hnRNPAB-hnRNPDL,S-Blocky,0.259328493846584
hnRNPAB-hnRNPDL,S-Blocky,0.546115871768984
hnRNPAB-hnRNPDL,S-Blocky,0.597266178355923
hnRNPAB-hnRNPDL,S-Blocky,0.785338626550922
hnRNPAB-hnRNPDL,S-Blocky,0.106922403868158
hnRNPAB-hnRNPDL,S-Blocky,0.246023056260464
hnRNPAB-hnRNPDL,S-Blocky,0.333139091738976
hnRNPAB-hnRNPDL,S-Blocky,0.45859104341482
hnRNPAB-hnRNPDL,S-Blocky,0.395744835444697
hnRNPAB-hnRNPDL,S-Blocky,0.828305379336307
hnRNPAB-hnRNPDL,S-Blocky,0.533836793424152
hnRNPAB-hnRNPDL,S-Blocky,0.584687059650639
hnRNPAB-hnRNPDL,S-Blocky,0.45888990701332
hnRNPAB-hnRNPDL,S-Blocky,0.154147544130484
hnRNPAB-hnRNPDL,S-Blocky,0.508344247207254
hnRNPAB-hnRNPDL,S-Blocky,0.0752935426208952
hnRNPAB-hnRNPDL,S-Blocky,0.155392564109272
hnRNPAB-hnRNPDL,S-Blocky,0.572368221923263
hnRNPAB-hnRNPDL,S-Blocky,0.46368843307274
hnRNPAB-hnRNPDL,S-Blocky,0.703867407779307
hnRNPAB-hnRNPDL,S-Blocky,0.628176019150234
hnRNPAB-hnRNPDL,S-Blocky,0.181070621684552
hnRNPAB-hnRNPDL,S-Blocky,0.191962445975063
hnRNPAB-hnRNPDL,S-Blocky,0.189573490868586
